Course_Code,Course_Title,Hours,Prerequisites,Coreq,Semester,Other_Pre-req,Other_Co-req
FRE 311,French Cultural History,"Hours:, 3 classroom + 0 lab/studio",['FRE 202'],[],"Variable, check with department",,
FRE 320,Survey of French Literature,"Hours:, 3 classroom + 0 lab/studio",['FRE 202'],[],"Variable, check with department",FRE 202  or equivalent.,
FRE 322,French Drama,"Hours:, 3 classroom + 0 lab/studio",['FRE 202'],[],"Variable, check with department",FRE 202  or equivalent.,
FRE 323,French Prose Fiction,"Hours:, 3 classroom + 0 lab/studio",['FRE 202'],[],"Variable, check with department",,
FRE 330,Studies in French Language Cinema,"Hours:, 3 classroom + 0 lab/studio",['FRE 202'],[],"Variable, check with department",,
FRE 340,Business French,"Hours:, 3 classroom + 0 lab/studio",['FRE 202'],[],"Variable, check with department",FRE 202  or equivalent.,
FRE 401,French Phonetics and Pronunciation,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
FRE 402,Advanced French Grammar and Syntax,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
FRE 480,Studies in French Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
FRE 481,Studies in French Literature,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",6 semester hours of French at the 300 level or above or consent of instructor.,
FRE 499,Independent Study: French  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
FRE 520,Readings: French,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 100,Geography and the Human Landscape,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
GEO 101,World Regional Geography,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
GEO 108,Physical Geography,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
GEO 306,Environmental Resource Management,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Sophomore standing.,
GEO 308,Dynamics of Weather and Climate,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 309,Environmental History: American Landscape,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
GEO 314,Maps and Map Interpretation,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only- even years,Sophomore standing or consent of instructor.,
GEO 330,Geography of Religion,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only - odd years,Sophomore standing.,
GEO 340,Sustainable Food Systems,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,,
GEO 345,Geography of Natural Hazards,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only - odd years,Sophomore standing.,
GEO 394,Topics: Geography,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 410,Geography of East Asia,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only- even years,Sophomore standing.,
GEO 412,Geography of South Asia and Middle East,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
GEO 415,Cartography,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Sophomore standing.,
GEO 418,Geographic Information Systems,"Hours:, 3 classroom + 1 lab/studio",[],[],Fall and spring,,
GEO 419,Remote Sensing of Environment,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
GEO 422,Landscape Preservation & National Parks  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,,
GEO 492,Directed Research: Geography  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 496,Internship: Geography  (3-6 credits),"Hours:, 3-6 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 499,Directed Readings: Geography  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 518,Geographic Information Analysis,"Hours:, 3 classroom + 0 lab/studio",['GEO 418'],[],"Variable, check with department",,
GEO 519,Advanced Remote Sensing,"Hours:, 3 classroom + 1 lab/studio",['GEO 419'],[],"Variable, check with department",,
GEO 522,Introduction to Historic Preservation,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even yrs,,
GEO 592,Directed Research in Geography  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GEO 594,Special Topics Geography  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GLY 100,Careers in Geoscience,"Hours:, (1 classroom + 0 lab/studio)",[],[],Fall only,,
GLY 110,Earth Science with Laboratory,"Hours:, 3 classroom + 2 lab/studio",[],[],"Fall, spring, and summer",,
GLY 115,History of the Earth,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
GLY 120,This Dangerous Earth,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 120L,This Dangerous Earth Laboratory,"Hours:, 1 classroom + 1 lab/studio",[],[],Fall only,,
GLY 125,Prehistoric Life,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
GLY 130,Geology of National Parks,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
GLY 150,Introduction to Field Paleontology,"Hours:, 0 classroom + 6 lab/studio",[],[],Summer only,,
GLY 292,Research Experience in Geology,"Hours:, 0 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 294,Topics: Geology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 295,Study Abroad Geology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
GLY 315,Structural Geology with Laboratory,"Hours:, 2 classroom + 4 lab/studio","['GLY 110', 'MAT 103']",[],"Variable, check with department",GLY 110  and MAT 103  or placement.,
GLY 316L,Geologic Field Trip,"Hours:, 0 classroom + 3 lab/studio",[],[],"Variable, check with department",,
GLY 325,Geology of the Planets,"Hours:, 3 classroom + 0 lab/studio","['GLY 110', 'AST 110']",[],"Variable, check with department",GLY 110  or AST 110 .,
GLY 330,Geomorphology with Laboratory,"Hours:, 3 classroom + 2 lab/studio",['GLY 110'],[],"Variable, check with department",,
GLY 335,Mineralogy and Petrology,"Hours:, 2 classroom + 4 lab/studio",['GLY 110'],[],"Variable, check with department",GLY 110 .,
GLY 340,Introduction to Environmental Geoscience,"Hours:, 2 classroom + 1 lab/studio","['GLY 110', 'GLY 120']",[],"Variable, check with department",GLY 110  or GLY 120 .,
GLY 341,Soil Science,"Hours:, 3 classroom + 0 lab/studio",['GLY 110'],[],"Variable, check with department",,
GLY 350,Field Paleontology,"Hours:, 0 classroom + 6 lab/studio",[],[],Summer only,,
GLY 360,Environmental Geophysics,"Hours:, 3 classroom + 2 lab/studio",['GLY 110'],[],"Variable, check with department",GLY 110 .,
GLY 392,Directed Research: Geology  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 394,Topics: Geology  (1-3 credit),"Hours:, 1 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.or consent of instructor.,
GLY 395,Study Abroad Geology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor,
GLY 396,Assistant: Undergraduate Laboratory  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 397,Special Projects: Geology  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 399,Readings: Geology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 402,Paleontology,"Hours:, 3 classroom + 2 lab/studio",['GLY 110'],[],Fall and spring,GLY 110 .,
GLY 415,Earth Science Applications of GIS  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Variable-chck w/dept,Sophomore standing.,
GLY 416,Geologic Field Methods,"Hours:, 1 classroom + 6 lab/studio",[],[],Summer only,,
GLY 420,Stratigraphy and Sedimentation with Laboratory,"Hours:, 2 classroom + 4 lab/studio",['GLY 110'],[],"Variable, check with department",GLY 110,
GLY 425,Economic Geology,"Hours:, 3 classroom + 2 lab/studio",['GLY 335'],[],"Variable, check with department",,
GLY 435,Petrology and Petrography,"Hours:, 2 classroom + 4 lab/studio","['GLY 335', 'GLY 420']",[],"Variable, check with department",,
GLY 440,Applied Geophysics,"Hours:, 2 classroom + 2 lab/studio",['GLY 110'],[],"Variable, check with department",,
GLY 445,Geophysical Modeling,"Hours:, 3 classroom + 0 lab/studio","['MAT 119', 'GLY 360']",[],Fall only,,
GLY 450,Hydrogeology,,"['GLY 110', 'GLY 120']",[],"Variable, check with department",GLY 110  or GLY 120,
GLY 455,Groundwater Resources and Management with Laboratory,"Hours:, 2 classroom + 4 lab/studio",['GLY 450'],[],Fall only,,
GLY 461,Ecology and Geology of Coral Reefs,"Hours:, 3 classroom + 3 lab/studio",[],[],"Variable, check with department",,
GLY 492,Directed Research: Geology  (2-6 credits),"Hours:, 2-6 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GLY 496,Externship: Geology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
GER 101,Elementary German I,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
GER 102,Elementary German II,"Hours:, 3 classroom + 0 lab/studio",['GER 101'],[],Fall and spring,,
GER 201,Intermediate German I,"Hours:, 3 classroom + 0 lab/studio",['GER 102'],[],Fall and spring,,
GER 202,Intermediate German II,"Hours:, 3 classroom + 0 lab/studio",['GER 201'],[],Fall and spring,,
GER 294,Topics in German for the Professions,"Hours:, 3 classroom + 0 lab/studio",['GER 102'],[],"Variable, check with department",or consent of instructor,
GER 304,German Composition and Conversation,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 307,Introduction to German Translation,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",GER 202  or consent of instructor.,
GER 310,Contemporary German Life,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",GER 202  or appropriate placement score.,
GER 311,German Cultural History,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 320,Survey of German Literature,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 322,German Drama,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 323,German Prose Fiction,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 330,Studies in German Language Cinema,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 340,Business German,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",GER 202  or equivalent.,
GER 401,German Phonetics and Pronunciation,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GER 402,Advanced German Grammar and Syntax,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GER 480,Studies in German Culture,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 481,Studies in German Literature,"Hours:, 3 classroom + 0 lab/studio",['GER 202'],[],"Variable, check with department",,
GER 499,Independent Study: German  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
GER 520,Readings: German,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HCOM 301,Health Communication,"Hours:, 3 classroom + 0 lab/studio","['CMST 101', 'CMST 110', 'HNR 102']",[],Fall and spring,CMST 101  CMST 110  or HNR 102,
HCOM 305,Patient-Provider Communication,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,Junior standing or instructor permission.,
HCOM 315,Sociocultural Aspects of Health,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior standing or Instructor Permission.,
HCOM 450,Health Campaigns,"Hours:, 3 classroom + 0 lab/studio",[],[],Variable,Junior standing or instructor permission,
HCOM 480,Communication Technology and Health,"Hours:, 3 classroom + 0 lab/studio",[],[],Variable,Junior Standing or Instructor Permission .,
HCOM 485,Communicating Health Policy,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior standing or instructor permission ,
HCOM 492,Directed Research  (0-6 credits),"Hours:, 0 classroom + 0-6 lab/studio",[],[],"Variable, check with department",Junior Standing or Instructor Permission,
HCOM 494,Special Topics: Health Communication,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department.",,
HCOM 495,Study Abroad  (1-3 credits),"Hours:, 1-3 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",,
HCOM 496,Health Communication Internship,"Hours:, 0 classroom + 12 lab/studio","['CMST 403', 'HCOM 301']",[],Fall and spring,"CMST 403   or HCOM 301  , and Junior Standing. ",
HCOM 499,Independent Study  (1-3 credits),"Hours:, 1-3 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",,
HEA 125,Foundations of Health Ed & Promotion,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and summer,,
HEA 135,Safety and First Aid,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
HEA 230,Personal Health and Wellness,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
HEA 250,Health Education for Elementary Teachers,"Hours:, 2 classroom + 0 lab/studio",['EDU 104'],[],"Fall, spring, and summer",EDU 104 .,
HEA 320,Drug and Alcohol Education,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Junior standing.,
HEA 350,Sexuality Education,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Junior standing.,
HEA 370,Community Health,"Hours:, 3 classroom + 0 lab/studio",['KIN 125'],[],Fall and Spring,"junior standing, or permission of instructor",
HEA 489,Field Experiences in Health Education,"Hours:, 0 classroom + 2 lab/studio",['HPE 425'],[],Fall only,HPE 425,
HEA 500,Theory & Behavior in Health Promotion,,"['HEA 125', 'HEA 370']","['HEA 125', 'HEA 370']",Fall and spring,Junior Standing or permission of the instructor.,
HEA 510,Research Methods in Health Promotion,,"['HEA 125', 'HEA 370']","['HEA 125', 'HEA 370']",Fall and spring,Junior standing or permission of the instructor.,
HEA 520,Health Promotion Strategies & Methods,"Hours:, 3 Classroom + 0 Lab Studio","['HEA 125', 'HEA 370']","['HEA 125', 'HEA 370']",Fall and spring,Junior standing or permission of the instructor.,
HEA 530,Health Promotion Program Planning,"Hours:, 3 Classroom + 0 Lab Studio","['HEA 125', 'HEA 370']","['HEA 125', 'HEA 370']",Fall and spring,Junior standing or permission of the instructor.,
HEA 540,HP Program Implementation & Evaluation,"Hours:, 3 Classroom + 0 Lab Studio","['HEA 125', 'HEA 370', 'HEA 500', 'HEA 530']","['HEA 125', 'HEA 370', 'HEA 500', 'HEA 530']",Fall and spring,Junior standing or permission of the instructor.,
HEA 599,Topics: Health Education  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HPE 425,Teaching Methods in Health and Phys Educ,"Hours:, 3 classroom + 0 lab/studio","['EDU 311', 'PHE 333', 'PHE 335', 'HEA 230', 'HEA 370']",['PHE 490'],Spring only,,
HIN 101,Introduction to Health Informatics  (1 Credits),"Hours:, 1 classroom + 0 lab/studio",[],[],Fall Only,,
HIN 200,Introduction to Healthcare Operations  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,,
HIN 275,Information Management and Revenue Cycle,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIN 355,Foundations of Health Informatics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,45 earned credit hours,
HIN 356,Health Information Management,"Hours:, 3 classroom + 0 lab/studio",['HIN 355'],[],Fall and spring,HIN 355 .,
HIN 382,Healthcare Information Security and Privacy,"Hours:, 3 classroom + 0 lab/studio",['HIN 355'],[],Fall only,HIN 355 .,
HIN 386,Healthcare Data  (3 Credits),,[],[],Fall,,
HIN 392,Directed Research in Health Informatics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],Variable-chck w/dept,Permission of Department.,
HIN 396,Applied Heath Informatics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Departmental permission.,
HIN 397,Health Informatics Project  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior standing.,
HIN 450,Quality Management in Healthcare,"Hours:, 3 classroom + 0 lab/studio",['HIN 275'],[],Fall only,HIN 275 .,
HIN 485,Health Informatics Capstone,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Senior standing and consent of department.,
HIN 486,Healthcare Analytics  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",['HIN 386'],[],Spring only,HIN 386 or Business Informatics departmental permission,
HIN 499,Independent Study: Health Informatics  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HSC 101,Introduction to Health Professions,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HSC 410,Healthcare Management,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director,
HSC 413,Aging in Today’s Society,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director,
HSC 415,Ethical and Legal Issues in Healthcare,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director,
HSC 421,Healthcare Research,,"['STA 205', 'STA 205R']",[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director STA 205  /STA 205R  with a “C” or higher  ,
HSC 440,Issues in Chronic Disease Management,,[],[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director  ,
HSC 480,Global Perspectives of Health Care,,[],[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director,
HSC 494,Topics in Healthcare,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior Standing or consent of the Health Science Program Director,
HSC 499,Independent Study: Health Care  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HSC 510,Trends and Cultural Issues in Healthcare,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Senior standing or admission to the MSN program.,
NTR 101,Introduction to Nutrition and Dietetics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall,Nutritional Science & Dietetics Major.,
NTR 110,Food Safety & Sanitation,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall,Students enrolling in this course must be dietetic majors or majors within health professions with permission to take this course from the instructor.,
NTR 120,Food Preparation & Meal Design,"Hours:, 3 classroom + 0 lab/studio",['NTR 110'],[],Fall,Students enrolling in this course must be enrolled in NTR 110  or have previously taken this course and received credit.,
NTR 150,Principles of Dietetics Practice,"Hours:, 3 classroom + 0 lab/studio","['BIO 151', 'BIO 151L']",[],Fall,"Students enrolling in this course must be a dietetics, nursing, or other allied health major or have permission from the instructor to take this course. Additionally, students must have completed BIO 151 /BIO 151L .",
NTR 220,Food Service Management,"Hours:, 3 classroom + 0 lab/studio",['NTR 120'],[],Spring only,NTR 120 .,
NTR 320,Advanced Nutrition,"Hours:, 3 classroom + 0 lab/studio",['NTR 150'],[],Fall and spring,NTR 150 .,
NTR 345,Dietetics Professional Practice I,"Hours:, 6 classroom + 0 lab/studio",['NTR 220'],[],Summer only,NTR 220 .,
NTR 410,Life Cycle Nutrition,"Hours:, 3 classroom + 0 lab/studio",['NTR 320'],[],Fall,NTR 320 .,
NTR 420,Nutrition & Chronic Disease Management,,['NTR 410'],[],Spring only,NTR 410 .,
NTR 435,Global and Community Nutrition,,['NTR 320'],[],Fall,NTR 320 .,
NTR 445,Dietetics Professional Practice II,"Hours:, 6 classroom + 0 lab/studio",['NTR 435'],[],Summer only,NTR 435  and be a nutritional science & dietetics major.,
NTR 510,Experimental Food,"Hours:, 3 classroom + 0 lab/studio","['CHE 311', 'CHE 311L']",[],Spring only,CHE 311 /CHE 311L .,
NTR 512,Integrative & Functional Nutrition,"Hours:, 3 classroom + 0 lab/studio","['CHE 482', 'CHE 482L', 'NTR 410']",[],Spring only,CHE 482 /CHE 482L  and NTR 410 .,
NTR 520,Nutrition and Physical Activity,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Consent of program director.,
HIS 100,History of Europe to 1500,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
HIS 101,History of Europe since 1500,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIS 102,History of the United States through 1877,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
HIS 103,History of the United States since 1877,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
HIS 106,History of African Americans to 1877,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
HIS 107,History of African Americans since 1877,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIS 108,World History to 1500,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
HIS 109,World History since 1500,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIS 111,Global Viewpoints in History,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, summer",,
HIS 200,"Poverty, Prosperity, and Opportunity","Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, summer",,
HIS 291W,Advanced Historical Writing,"Hours:, 3 classroom + 0 lab/studio",['ENG 101'],[],Fall and spring,ENG 101  or equivalent.,
HIS 294,Topics in History,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Any 100-level history course.,
HIS 300,The Ancient Near East and Greece,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing.,
HIS 301,The Hellenistic World and Ancient Rome,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,Sophomore standing.,
HIS 302,The Byzantine Empire  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,,
HIS 304,Renaissance Europe,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,Sophomore standing.,
HIS 305,Reformation Europe,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
HIS 310,Colonial America to 1763,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing,
HIS 311,"The American Revolution, 1763","Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even years,Sophomore standing.,
HIS 312,"History of the Early Republic, 1789","Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing.,
HIS 313,Jacksonian America & Conflict 1828,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,Sophomore standing,
HIS 314,"Rise of the Industrial United States, 1865","Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
HIS 315,"Modern U.S. History, 1900","Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even years,Sophomore standing.,
HIS 317,History Behind American Treasures,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 321,Modernization in the Non-Western World,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Sophomore standing.,
HIS 326,Latin America: Nations & Revolutions,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Sophomore standing.,
HIS 329,History of Middle East and North Africa,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Sophomore standing.,
HIS 330,Jewish History,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Sophomore standing.,
HIS 331,History of the Arab Israeli Conflict,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIS 335,History of Ancient Africa,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
HIS 336,History of Modern Africa,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIS 338,History of Japan,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Sophomore standing.,
HIS 339,"China: Prosperity, Poverty & Socialism","Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even years,Sophomore standing.,
HIS 353,British History to 1485,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing.,
HIS 354,British History from 1485 to 1763,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,Sophomore standing.,
HIS 355,British History 1760,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,,
HIS 360,Europe: From Poverty to Prosperity,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
HIS 361,History of Germany,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,Sophomore standing.,
HIS 362,Women and Christianity,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
HIS 365,Ancient European Military History,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even years,Sophomore standing.,
HIS 379,History and Literature,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
HIS 380,History and Film,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
HIS 381,History and the Arts,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 382,History of Kentucky,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing.,
HIS 383,American Immigration History,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
HIS 384,History of American Religion,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Sophomore standing.,
HIS 385,Historical Research  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and Spring,,
HIS 387,"Modern American History, 1945","Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing.,
HIS 388,"Recent US History, 1975","Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-odd years,Sophomore standing.,
HIS 394,Special Topics in History,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
HIS 395,Study Abroad in History  (1-15 credits),"Hours:, 1-15 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 400,American Military History to 1865,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing,
HIS 401,American Military History 1865,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,Sophomore standing,
HIS 414,The Holocaust,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
HIS 417,"Civil War and Reconstruction, 1860","Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,Sophomore standing.,
HIS 418,Researching Underground Railroad History  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-even years,,
HIS 428,History of American Popular Culture,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only-even years,Sophomore standing.,
HIS 429,History of Baseball  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only-odd years,,
HIS 431,Historical Themes in African-American History,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
HIS 435,"History of Race Relations in the Americas, 1492","Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 436,"History of Race Relations in the Americas, 1800","Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 442,History through Biography,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
HIS 444,History of Women in the U.S. to 1900,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
HIS 445,History of Women in the U.S. since 1900,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Sophomore standing.,
