Course Code,Course Title,Hours,Prerequisites
PSY 211,Research Methods A,"Hours:, 3 classroom + 0 lab/studio","PSY 100  or C- or better in STA 205 ., PSY 100, STA 205"
PSY 212,Research Methods B,"Hours:, 1 classroom + 2 lab/studio","C- or better in PSY 211 ., PSY 211, Co-requisite(s):, PSY 210R"
PSY 300,Personality Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 301,Evolutionary Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 304,Consumer Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 305,Psychological Tests & Measures,,"PSY 100  and C- or better in STA 205 , STA 205R  or equivalent., PSY 100, STA 205, STA 205R"
PSY 309,Psychology of Perception,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 311,Biopsychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
,,"Hours:, 1 classroom + 2 lab/studio","PSY 210  or equivalent., PSY 210, Prerequisite OR Co-requisite:, PSY 311  or equivalent., PSY 311"
PSY 315,Psychology of Human Sexuality,"Hours:, 3 classroom + 0 lab/studio","PSY 100 ., PSY 100"
PSY 321,Lifespan Development,"Hours:, 3 classroom + 0 lab/studio",PSY 100
,,"Hours:, 1 classroom + 2 lab/studio","C- or better in PSY 210  or equivalent., PSY 210, Prerequisite OR Co-requisite:, PSY 321  or equivalent., PSY 321"
PSY 330,Behavior Modification,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 333,Abnormal Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 337,Animal Learning,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 338,Cognitive Processes,"Hours:, 3 classroom + 0 lab/studio",PSY 100
,,"Hours:, 1 classroom + 2 lab/studio","C- or better in PSY 210  or equivalent., PSY 210, Prerequisite OR Co-requisite:, PSY 338  or equivalent., PSY 338"
PSY 340,Social Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
,,"Hours:, 1 classroom + 2 lab/studio","PSY 210  or equivalent and PSY 340 ., PSY 210, PSY 340"
PSY 344,Industrial/Organizational Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 345,Human Factors Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 405,Counseling Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
PSY 410,Advanced Research Methods in Psychology,"Hours:, 3 classroom + 0 lab/studio","PSY 100 , C- or better in STA 205  and PSY 210  or PSY 211  and PSY 212 ., PSY 100, STA 205, PSY 210, PSY 211, PSY 212"
PSY 420,Drug Policy,"Hours:, 3 classroom + 0 lab/studio","PSY 100  and junior standing or consent of instructor., PSY 100"
PSY 421,Psychopharmacology,"Hours:, 3 classroom + 0 lab/studio","PSY 100 ., PSY 100"
PSY 423,Researching Substance Use Treatment,"Hours:, 3 classroom + 0 lab/studio","PSY 100  and junior standing or consent of instructor., PSY 100"
PSY 465,Health Psychology,"Hours:, 3 classroom + 0 lab/studio",PSY 100
,,"Hours:, 1 classroom + 2 lab/studio","C- or better in PSY 210  or equivalent., PSY 210, Prerequisite OR Co-requisite:, PSY 465  or equivalent., PSY 465, Co-requisite(s):, PSY 465  , or PSY 333  , or equivalent., PSY 465, PSY 333"
PSY 492,Research: Psychology  (0-3 credits),"Hours:, 0-3 classroom + 0 lab/studio",consent of instructor and psychology chair prior to registration.
PSY 494,Topics: Psychology,"Hours:, 3 classroom + 0 lab/studio","PSY 100, PSY 100"
PSY 495,Study Abroad in Psychology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
PSY 496,Applied Experience in Psychology  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio","PSY 100 , junior standing, and consent of instructor., PSY 100"
PSY 497,Honors Project in Psychology,"Hours:, 3 classroom + 0 lab/studio",
,,"Hours:, 3 classroom + 0 lab/studio",Admission to Honors in Psychology program.
PSY 499,Independent Study in Psychology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",Consent of instructor and psychology chair prior to registration.
PSY 501,I-O Discussion Forum,"Hours:, 3 classroom + 0 lab/studio",Admission to MSIO psychology program or consent of MSIO psychology director.
PSY 550,Organizational Psychology,"Hours:, 3 classroom + 0 lab/studio",
PSY 570,Work Environments,"Hours:, 3 classroom + 0 lab/studio",
PSY 580,Cognition in the Workplace,"Hours:, 3 classroom + 0 lab/studio",
PSY 595,Topics: Study Abroad in Psychology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
PAD 403,Public Policy,"Hours:, 3 classroom + 0 lab/studio","PSC 100 , PSC 101 , PSC 102 , PSC 103 , or PSC 110 ., PSC 100, PSC 101, PSC 102, PSC 103, PSC 110"
PAD 412,Administrative Law,"Hours:, 3 classroom + 0 lab/studio",
PAD 420,Managing the Not-For-Profit Organization,"Hours:, 3 classroom + 0 lab/studio",
PAD 455,Urban Administration,"Hours:, 3 classroom + 0 lab/studio",
PAD 494,Topics: Public Administration,"Hours:, 3 classroom + 0 lab/studio",
PAD 496,Internship in Public Administration  (1-15 credits),"Hours:, 0 classroom + 0 lab/studio",
PAD 500,Foundations of Public Administration,"Hours:, 3 classroom + 0 lab/studio",Admission to MPA program or consent of MPA director.
PAD 501,Human Resource Management,"Hours:, 3 classroom + 0 lab/studio",Admission to MPA program or consent of MPA director.
PAD 511,Budgeting Techniques and Applications,"Hours:, 3 classroom + 0 lab/studio","Admission to MPA program, Nonprofit Management certificate, Emergency Management certificate, or consent of MPA director."
PAD 515,Cartography,"Hours:, 3 classroom + 0 lab/studio",
PAD 519,Introduction to Remote Sensing,"Hours:, 3 classroom + 0 lab/studio",
PAD 520,Advanced Remote Sensing,"Hours:, 3 classroom + 1 lab/studio",PAD 519
PAD 560,Planning and Community Development,"Hours:, 3 classroom + 0 lab/studio",Admission to MPA program or consent of MPA director.
PAD 599,Independent Study in Public Service  (1-3 credits),"Hours:, 0 classroom + 0 lab/studio",Consent of program coordinator.
PRE 275,Principles of Public Relations,"Hours:, 3 classroom + 0 lab/studio","JOU 110  or EMB 100 , or consent of instructor., JOU 110, EMB 100"
PRE 300,Event Planning and Messaging,"Hours:, (3 classroom + 0 lab/studio)",
PRE 350,Music and Entertainment Publicity,"Hours:, 3 classroom + 0 lab/studio",Junior standing.
PRE 355,International Public Relations,"Hours:, (3 classroom + 0 lab/studio)",PRE 275
PRE 365,Client Operations and Processes,"Hours:, (3 classroom + 0 lab/studio)",Junior standing
PRE 376,Public Relations Writing,"Hours:, 3 classroom + 0 lab/studio",
PRE 377,Public Relations Case Studies and Campaigns,"Hours:, 3 classroom + 0 lab/studio","PRE 275 ., PRE 275"
,,"Hours:, 3 classroom + 0 lab/studio",PRE 275
PRE 385,Public Relations Research Methods,"Hours:, 3 classroom + 0 lab/studio","PRE 275 ., PRE 275"
,,"Hours:, 3 classroom + 0 lab/studio","PRE 275 ., PRE 275"
PRE 394,Topics in Public Relations,"Hours:, 3 classroom + 0 lab/studio",
PRE 396,Public Relations Internship,"Hours:, 0 classroom + 12 lab/studio",PRE 376
PRE 400,Public Relations Planning and Account Management,"Hours:, 3 classroom + 0 lab/studio","PRE 275 ., PRE 275"
,,"Hours:, 3 classroom + 0 lab/studio",PRE 275
PRE 415,Public Relations Metrics and Tools,"Hours:, (3 classroom + 0 lab/studio)","PRE 275, and junior standing"
PRE 492,Directed Research  (0-6 credits),"Hours:, 0-6 Classroom + 0 Lab Studio",Junior Standing or Instructor Permission
PRE 495,Study Abroad  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
PRE 499,Independent Study in Public Relations  (1-3 credits),"Hours:, 0 classroom + 4 -12 lab/studio",
RAD 200,Introduction to Radiography,"Hours:, 5 classroom + 1 lab/studio",Admission to radiologic technology program.
RAD 208,Radiographic Procedures I,"Hours:, 3 classroom + 0 lab/studio","RAD 200, Co-requisite(s):, RAD 208L"
,,"Hours:, 0 classroom + 2 lab/studio",
RAD 209,Radiographic Procedures II,"Hours:, 3 classroom + 0 lab/studio","RAD 208, Co-requisite(s):, RAD 209L"
,,"Hours:, 0 classroom + 2 lab/studio",
RAD 214,Analysis of Radiographic Quality,"Hours:, 3 classroom + 0 lab/studio","RAD 200, Co-requisite(s):, RAD 214L"
,,"Hours:, 0 classroom + 2 lab/studio","RAD 200, Co-requisite(s):, RAD 214"
RAD 216,Physical Principles of Radiographic Equipment,"Hours:, 3 classroom + 0 lab/studio",RAD 214
RAD 230,Communication and Patient Care,"Hours:, 3 classroom + 0 lab/studio","C or better in RAD 200  or RTT 200, RAD 200, RTT 200"
RAD 286,Radiographic Practicum I,"Hours:, 1 classroom + 16 lab/studio",RAD 200
RAD 296,Radiographic Practicum II,"Hours:, 1 classroom + 16 lab/studio",RAD 286
RAD 299,Independent Study in Radiology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
,,"Hours:, (0 classroom + 2 lab/studio)",RAD 209
RAD 308,Radiographic Procedures III,"Hours:, 3 classroom + 0 lab/studio","C or better in RAD 209 ., RAD 209"
RAD 309,Radiographic Procedures IV,"Hours:, 3 classroom + 0 lab/studio","C or better in RAD 308, RAD 308"
RAD 310,Advanced Imaging Sectional Anatomy,"Hours:, 3 classroom + 0 lab/studio","C or better in BIO 208  and BIO 209  or consent of instructor., BIO 208, BIO 209"
RAD 340,Radiation Biology and Protection,"Hours:, 3 classroom + 0 lab/studio",RAD 216
RAD 350,Clinical Pathology for Radiographers,"Hours:, 3 classroom + 0 lab/studio",
RAD 376,Radiographic Practicum III,"Hours:, 0 classroom + 16 lab/studio",RAD 296
RAD 386,Radiographic Practicum IV,"Hours:, 1 classroom + 16 lab/studio",RAD 376
RAD 396,Radiographic Practicum V,"Hours:, 0 classroom + 24 lab/studio",RAD 386
RAD 450,Advanced Imaging Pathology,"Hours:, 3 classroom + 0 lab/studio",
RAD 460,Principles of Mammography  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",RAD 308
RAD 470,Principles of Computed Tomography,"Hours:, 3 classroom + 0 lab/studio","C or better in RAD 396 ., RAD 396"
RAD 480,Radiography Capstone,"Hours:, 1 classroom + 0 lab/studio",RAD 340
RAD 486,Clinical Practicum VI,"Hours:, 0 classroom + 24 lab/studio","C or better in RAD 396 ., RAD 396"
RAD 494,Topics: Radiology,"Hours:, 3-6 classroom + 0 lab/studio",
RAD 496,Radiographic Practicum VII,"Hours:, 0 classroom + 24 lab/studio","C or better in RAD 486  ., RAD 486"
RAD 499,Special Topics Radiology,"Hours:, 3 classroom + 0 lab/studio",
RTT 200,Introduction to Radiation Therapy,"Hours:, 3 classroom + 0 lab/studio",Radiation Therapy Major.
RTT 208,Clinical Oncology I,"Hours:, 3 classroom + 0 lab/studio",Radiation Therapy Major.
RTT 209,Clinical Oncology II,"Hours:, 3 classroom + 0 lab/studio","Radiation Therapy Major and RTT 208 ., RTT 208"
RTT 214,Radiation Therapy Simulation Lab,"Hours:, 3 classroom + 0 lab/studio",Radiation Therapy Major.
RTT 220,Radiation Physics I,"Hours:, 3 classroom + 0 lab/studio",Radiation Therapy Major.
RTT 221,Radiation Physics II,"Hours:, 3 classroom + 0 lab/studio","Radiation Therapy Major; RTT 220 ., RTT 220"
RTT 286,Radiation Therapy Practicum I,"Hours:, 3 classroom + 0 lab/studio","Radiation Therapy Major and RTT 200 ., RTT 200"
RTT 296,Radiation Therapy Practicum II,"Hours:, 2 classroom + 0 lab/studio","Radiation Therapy Major and RTT 286 ., RTT 286"
RTT 308,Clinical Oncology III,"Hours:, 3 classroom + 0 lab/studio","Radiation Therapy Major and RTT 209 ., RTT 209"
RTT 320,Treatment Planning I,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 221 ., RTT 221"
RTT 321,Treatment Planning II,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 320 ., RTT 320"
RTT 340,Radiation Biology,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 221 ., RTT 221"
RTT 341,Radiation Therapy Protection,"Hours:, 2 classroom + 0 lab/studio","Radiation therapy major and RTT 340 ., RTT 340"
RTT 376,Radiation Therapy Practicum III,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 296 ., RTT 296"
RTT 386,Radiation Therapy Practicum IV,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 376 ., RTT 376"
RTT 396,Radiation Therapy Practicum V,"Hours:, 2 classroom + 0 lab/studio","Radiation therapy major and RTT 386 ., RTT 386"
RTT 470,Imaging Modalities,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 321 ., RTT 321"
RTT 480,Radiation Therapy Capstone,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major, Senior standing."
RTT 486,Radiation Therapy Practicum VI,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 396 ., RTT 396"
RTT 496,Radiation Therapy Practicum VII,"Hours:, 3 classroom + 0 lab/studio","Radiation therapy major and RTT 486 ., RTT 486"
RDG 110,Critical Reading,"Hours:, 1 classroom + 0 lab/studio",
REL 200,World Religions and Cultures - AH,"Hours:, 3 classroom + 0 lab/studio",
REL 301,Ancient Religions,"Hours:, 3 classroom + 0 lab/studio",
REL 302,Survey of the Hebrew Bible (Old Testament),"Hours:, 3 classroom + 0 lab/studio",
REL 303,Survey of New Testament,"Hours:, 3 classroom + 0 lab/studio",
REL 304,Jesus,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing.
REL 305,Islam,"Hours:, 3 classroom + 0 lab/studio",
REL 306,Introduction to Judaism,"Hours:, 3 classroom + 0 lab/studio",
REL 307,Survey of Christianity,"Hours:, 3 classroom + 0 lab/studio",
REL 317,Catholicism,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing or consent of the instructor.
REL 325,Celtic Christianity,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing or consent of the instructor.
REL 335,Spiritual Images In Pop Culture,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing or consent of the instructor.
REL 352,Women and Religion,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing or consent of the instructor.
REL 370,Religion and Science,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing or consent of instructor.
REL 371,Death and the Afterlife,"Hours:, 3 classroom + 0 lab/studio",Sophomore standing or consent of the instructor.
REL 394,Topics: Religious Studies,"Hours:, 3 classroom + 0 lab/studio",
REL 499,Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
REL 594,Topics In Religious Studies,"Hours:, 3 classroom + 0 lab/studio",
REL 599,Independent Study,"Hours:, 3 classroom + 0 lab/studio",
RSP 201,Fundamentals of Respiratory Care,"Hours:, 3 classroom + 0 lab/studio","Admission to respiratory care program., Co-requisite(s):, RSP 201L  and RSP 286 ., RSP 201L, RSP 286"
,,"Hours:, 0 classroom + 2 lab/studio",
RSP 202,Medical Terminology for Health Professions  (1 credit),"Hours:, 1 classroom + 0 lab/studio",
RSP 205,Respiratory Care Pharmacology,"Hours:, 3 classroom + 0 lab/studio",
RSP 220,Introduction to Respiratory Critical Care,"Hours:, 3 classroom + 0 lab/studio","RSP 201  and RSP 201L  with grades of C or better., RSP 201, RSP 201L, Prerequisite OR Co-requisite:, BIO 209  and BIO 209L ., BIO 209, BIO 209L"
RSP 235,Respiratory Physiology and Physics,"Hours:, 3 classroom + 0 lab/studio","RSP 201, RSP 201L, BIO 208, BIO 208L, Co-requisite(s):, BIO 209, BIO 209L"
RSP 286,Clinical Practicum I,"Hours:, 0 classroom + 24 lab/studio",
RSP 296,Clinical Practicum II,"Hours:, 0 classroom + 24 lab/studio","RSP 286, Co-requisite(s):, RSP 220"
RSP 299,Independent Study: Respiratory Care  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",
RSP 310,Introduction to Mechanical Ventilation,"Hours:, 3 classroom + 0 lab/studio","C or better in RSP 220 ., RSP 220"
,,"Hours:, 0 classroom + 2 lab/studio",
RSP 331,Cardiopulmonary Diagnostics,"Hours:, 3 classroom + 0 lab/studio",RSP 310
RSP 340,Pulmonary Rehabilitation  (1 credit),"Hours:, 1 classroom + 0 lab/studio",
RSP 350,Cardiopulmonary Pathophysiology,"Hours:, 3 classroom + 0 lab/studio",
RSP 362,Prenatal-Pediatric Respiratory Care,"Hours:, 3 classroom + 0 lab/studio","C or better in RSP 310 ., RSP 310"
RSP 386,Clinical Practicum III,"Hours:, 0 classroom + 16 lab/studio","RSP 296, Co-requisite(s):, RSP 310"
RSP 396,Clinical Practicum IV,"Hours:, 0 classroom + 16 lab/studio","RSP 296  and RSP 362 ., RSP 296, RSP 362, Co-requisite(s):, RSP 331 ., RSP 331"
RSP 400,Advanced Respiratory Care,"Hours:, 3 classroom + 0 lab/studio",
RSP 430,Advanced Pathophysiology,"Hours:, 3 classroom + 0 lab/studio",RSP 350
RSP 441,Case Studies in Evidence Based Practice,"Hours:, 3 classroom + 0 lab/studio",RSP 350
RSP 442,Disease Management II,"Hours:, 3 classroom + 0 lab/studio",RSP 441
RSP 445,Health Assessment and Promotion,"Hours:, 3 classroom + 0 lab/studio",
RSP 451,Polysomnography I,"Hours:, 2 classroom + 1 lab/studio",
RSP 452,Polysomnography II,"Hours:, 2 classroom + 2 lab/studio",
RSP 460,Advanced Respiratory Critical Care,"Hours:, (3 classroom + 0 lab/studio)","RSP 310, with a grade of C or better"
RSP 480,Respiratory Care Seminar,"Hours:, 3 classroom + 0 lab/studio",
RSP 484,Accelerated Respiratory Care Capstone  (1.5 credits),"Hours:, 1.5 classroom + 0 lab/studio","HSC 421, HSC 421"
RSP 485,Respiratory Care Capstone,"Hours:, 3 classroom + 0 lab/studio","RSP 396, RSP 396"
RSP 486,Clinical Practicum V,"Hours:, 0 classroom + 16 lab/studio","RSP 396 ., RSP 396"
RUS 101,Elementary Russian I - AH,"Hours:, 3 classroom + 0 lab/studio",
RUS 102,Elementary Russian II,"Hours:, 3 classroom + 0 lab/studio",RUS 101
RUS 201,Intermediate Russian I,"Hours:, 3 classroom + 0 lab/studio",RUS 102
RUS 202,Intermediate Russian II,"Hours:, 3 classroom + 0 lab/studio",RUS 201
SWK 105,Social Work & the Community - SB,"Hours:, 3 classroom + 0 lab/studio",
SWK 106,Introduction to Social Justice - AH,"Hours:, 3 classroom + 0 lab/studio",
SWK 204,Social Work Ethics,"Hours:, 3 classroom + 0 lab/studio",
SWK 205,"Inclusion, Oppression, & Social Work  3 credits","Hours:, 3 classroom + 0 lab/studio",
SWK 206,Professional Social Work Communication,"Hours:, 3 classroom + 0 lab/studio",
SWK 303,Professional Interactional Skills,"Hours:, 3 classroom + 0 lab/studio",Department permission
SWK 304,Human Behavior in Childhood,"Hours:, 3 classroom + 0 lab/studio",Department permission
SWK 305,Practice with Individuals,"Hours:, 3 classroom + 0 lab/studio",Department permission
SWK 306,Contemporary Social Welfare Policy,"Hours:, 3 classroom + 0 lab/studio","Department permission., Co-requisite(s):, "
SWK 307,Human Behavior in Adulthood,"Hours:, 5 classroom + 0 lab/studio",Department permission
SWK 308,Social Work Research,"Hours:, 3 classroom + 0 lab/studio",Department permission.
SWK 310,Practice with Families & Groups,"Hours:, 3 classroom + 0 lab/studio",Deparment permission
SWK 311,Practice with Communities & Organizations,"Hours:, 3 classroom + 0 lab/studio","Department permission, Co-requisite(s):, "
SWK 394,Special Topics: Social Welfare  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",Minimum of 45 completed credit hours
SWK 406,Field Experience I,"Hours:, 5 classroom + 0 lab/studio",Department permission
SWK 408,Field Experience II,"Hours:, 5 classroom + 0 lab/studio",Department permission
SWK 410,Child Abuse,"Hours:, 3 classroom + 0 lab/studio",Minimum of 45 completed credit hours
SWK 415,Child Welfare PCWCP I,"Hours:, 3 classroom + 0 lab/studio",Students in PCWCP program only
SWK 416,Child Welfare PCWCP II,"Hours:, 3 classroom + 0 lab/studio",Students in PCWCP program only
SWK 474,Safety in Social Work Practice  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",Minimum of 45 completed credit hours
SWK 494,Special Topics: Bachelor of Social Work  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",Minimum of 45 completed credit hours
SWK 499,Independent Study  (1-6 credits),"Hours:, 1-6 classroom + 0 lab/studio",Instructor permission.
SWK 525,Substance Use & Misuse,"Hours:, 3 classroom + 0 lab/studio",
SWK 565,"Compassion, Empathy & Forgiveness","Hours:, 3 classroom + 0 lab/studio",
SWK 568,Family-Directed Structural Model,"Hours:, 3 classroom + 0 lab/studio",
SWK 572,Forensic Social Work,"Hours:, 3 classroom + 0 lab/studio",
SWK 576,Social Work & the Law,"Hours:, 3 Classroom + 0 Lab Studio",
SWK 577,Social Work in Law Enforcement Settings  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",Junior or Graduate Standing
SWK 578,Aging & Mental Health,"Hours:, 3 Classroom + 0 Lab Studio",
SWK 579,Gerontology,"Hours:, 3 Classroom + 0 Lab Studio",Junior or higher or graduate standing
SWK 592,Directed Research: Social Work  (0-6 credits),"Hours:, 0-6 Classroom + 0 Lab Studio",
SWK 594,Special Topics: Issues in Social Work  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",
SWK 595,Social Work Study Abroad Topics  1-6 credit hours,"Hours:, 1-6  classroom + 0 lab/studio",
SOC 100,Introduction to Sociology - SB,"Hours:, 3 classroom + 0 lab/studio",
SOC 101,Global Inequalities - SB,"Hours:, 3 classroom + 0 lab/studio",
SOC 281,Careers in Sociology  (1 credit hour),"Hours:, 0 credit hour / 0 lab+studio hours",
SOC 300,Race and Ethnic Relations,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 301,World Patterns of Race Ethnicity,"Hours:, 3 classroom + 0 lab/studio","SOC 100 , SOC 101 ,, SOC 100, SOC 101, or ANT 100 ., ANT 100"
SOC 303,Social Psychology,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 305,Criminology,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 307,Social Stratification,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 308,Social Organization,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 315,Marriage and the Family,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 319,Managing and Analyzing Databases,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 320,Social Research,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 322,Qualitative Research Methods,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 330,Classical Sociological Theory,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 332,Collective Behavior and Social Movements,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 334,Contemporary Sociological Theory,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 335,Popular Culture,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 340,Population,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 342,Sociology of Aging,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 345,Native American Social Issues,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 355,Sociology of the Environment,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 360,Technology and Social Change,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 364,Sociology of Gender,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 371,"Environment, Society, and Public Health  (3 Credits)","Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 394,Topics: Sociology,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 400,Urban Society,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 415,Sociology of Planning and Development,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 425,Political Sociology,"Hours:, 3 classroom + 0 lab/studio","SOC 100 , SOC 101 , or PSC 100 ., SOC 100, SOC 101, PSC 100"
SOC 430,Sociology of Religion,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 435,Sociology of Sexualities,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 450,Medical Sociology,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 480,Global Aging Issues and Policies,"Hours:, 3 classroom + 0 lab/studio","SOC 100  or SOC 101 ., SOC 100, SOC 101"
SOC 492,Directed Research: Sociology  (1-6 credits),"Hours:, 0 classroom + 0 lab/studio",Consent of instructor.
SOC 493,Sociology Senior Seminar,"Hours:, 2 classroom + 0 lab/studio","SOC 100   or SOC 101   and at least 21 semester hours in sociology and senior standing., SOC 100, SOC 101"
SOC 496,Teaching Experience in Sociology  (1-2 credits),"Hours:, 0 classroom + 0 lab/studio",Consent of instructor.
SOC 497,Research Assistantship: Sociology  (1-6 credits),"Hours:, 0 classroom + 0 lab/studio",Consent of instructor.
SOC 498,External Internship: Sociology  (1-6 credits),"Hours:, 0 classroom + 0 lab/studio",Consent of instructor.
SOC 499,Readings: Sociology  (1-6 credits),"Hours:, 3-6 classroom + 0 lab/studio",
SOC 594,Topics: Sociology,"Hours:, 3 classroom + 0 lab/studio",
SOC 599,Independent Study,"Hours:, 3-6 classroom + 0 lab/studio",
SPI 101,Elementary Spanish I - AH,"Hours:, 3 classroom + 0 lab/studio",
SPI 102,Elementary Spanish II,"Hours:, 3 classroom + 0 lab/studio",SPI 101
SPI 201,Intermediate Spanish I,"Hours:, 3 classroom + 0 lab/studio",SPI 102
SPI 202,Intermediate Spanish II,"Hours:, 3 classroom + 0 lab/studio",SPI 201
SPI 304,Spanish Composition and Conversation,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 307,Introduction to Spanish Translation,"Hours:, 3 classroom + 0 lab/studio","SPI 202  or consent of instructor., SPI 202"
SPI 310,Spanish Culture and Civilization,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 311,Spanish-American Culture and Civilization,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 320,Survey of Peninsular Spanish Literature,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 321,Survey of Spanish-American Literature,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 322,Hispanic Drama,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 323,Hispanic Prose Fiction,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 330,Studies in Spanish Language Cinema,"Hours:, 3 classroom + 0 lab/studio",SPI 202
SPI 340,Business Spanish,"Hours:, 3 classroom + 0 lab/studio","SPI 202  or equivalent., SPI 202"
SPI 401,Spanish Phonetics and Pronunciation,"Hours:, 3 classroom + 0 lab/studio",
SPI 402,Advanced Spanish Grammar and Syntax,"Hours:, 3 classroom + 0 lab/studio",
